Business Name,Address,Phone Number,Facility Type,Referral Priority
HOPE SURGERY CENTER,"13575 W INDIAN SCHOOL RD, LITCHFIELD PARK, AZ 85340-4901",623-535-9777,Other Medical,C
"HOPEBRIDGE, LLC","2001 N 3RD ST STE 1, PHOENIX, AZ 85004-1473",317-759-2427,Other Medical,C
"HOPEBRIDGE, LLC","1840 N 95TH AVE, PHOENIX, AZ 85037-4444",317-759-2427,Other Medical,C
INNOVATIVE PAIN AND WELLNESS,"18511 N SCOTTSDALE RD, SCOTTSDALE, AZ 85255-9692",623-341-5454,Other Medical,C
INNOVATIVE SURGERY CENTER,"15547 N REEMS RD, SURPRISE, AZ 85374-9583",623-535-9777,Other Medical,C
INNOVATIVE SURGERY CENTER,"13575 W INDIAN SCHOOL RD, LITCHFIELD PARK, AZ 85340-4901",623-535-9777,Other Medical,C
"INTEGRITY PAIN AND ANESTHESIA, PLLC","8997 E DESERT COVE AVE, SCOTTSDALE, AZ 85260-6742",480-325-9600,Other Medical,C
"INTEGRITY PAIN AND ANESTHESIA, PLLC","7436 E MAIN ST, MESA, AZ 85207-8338",480-325-9600,Other Medical,C
"INTEGRITY PAIN AND ANESTHESIA, PLLC","6677 W THUNDERBIRD RD # SU, GLENDALE, AZ 85306-3709",480-325-9600,Other Medical,C
Laser Surgery Center - Tempe,"2000 E SOUTHERN AVE # SUI, TEMPE, AZ 85282-7510",480-444-7491,Other Medical,C
LASER SURGERY HOLDING COMPANY LTD,"20199 N 67TH AVE, GLENDALE, AZ 85308-7001",480-444-7491,Other Medical,C
"Laser Surgery Holding Company, Ltd.","10255 N 32ND ST, PHOENIX, AZ 85028-3822",480-444-7491,Other Medical,C
Mayo Clinic Ambulatory Surgery Center,"13400 E SHEA BLVD, SCOTTSDALE, AZ 85259-5452",480-342-4201,Other Medical,C
McDowell Ambulatory Surgery Center Llc,"4860 E BASELINE RD, MESA, AZ 85206-4669",602-265-8800,Other Medical,C
"MCDOWELL AMBULATORY SURGERY CENTER, LLC","1301 E MCDOWELL RD, PHOENIX, AZ 85006-2621",602-265-8800,Other Medical,C
MEDIX INFUSION,"2122 E HIGHLAND AVE # SUI, PHOENIX, AZ 85016-4739",833-696-3349,Other Medical,C
MEDIX INFUSION,"3805 E BELL RD STE 5600, PHOENIX, AZ 85032-2190",883-696-3349,Other Medical,C
MEDIX INFUSION,"5601 W EUGIE AVE, GLENDALE, AZ 85304-1255",883-696-3349,Other Medical,C
MEDIX INFUSION,"1850 E RAY RD # 2, CHANDLER, AZ 85225-8720",883-696-3349,Other Medical,C
"METRO SURGERY CENTER, LLC","6790 W THUNDERBIRD RD, PEORIA, AZ 85381-5023",623-979-1717,Other Medical,C
"MIA AESTHETICS CLINIC AZ, PLLC","20950 N TATUM BLVD # SU, PHOENIX, AZ 85050-4200",305-330-4959,Other Medical,C
MINIMALLY INVASIVE AND ROBOTIC UROLOGY OBS,"20325 N 51ST AVE STE 102, GLENDALE, AZ 85308-5665",630-567-3238,Other Medical,C
MINIMALLY INVASIVE SPINE SURGERY CENTER OF PARADIS,"3135 E LINCOLN DR STE A, PHOENIX, AZ 85016-2301",623-435-4670,Other Medical,C
MODERN AMBULATORY SURGERY CENTER,"4860 E BASELINE RD, MESA, AZ 85206-4669",602-265-8800,Other Medical,C
"MOSHARRAFA OUTPATIENT SURGERY CENTER, LLC","4611 E SHEA BLVD, PHOENIX, AZ 85028-4254",602-996-4713,Other Medical,C
MOSIAC INFUSION SOLUTIONS LLC,"7898 E ACOMA DR STE 1, SCOTTSDALE, AZ 85260-3498",480-573-5165,Other Medical,C
MOUNTAIN PARK HEALTH CENTER - ATKINSON,"4222 N 51ST AVE, PHOENIX, AZ 85031-1908",602-323-3345,Other Medical,C
MOUNTAIN PARK HEALTH CENTER - BASELINE WEST,"303 E BASELINE RD, PHOENIX, AZ 85042-6530",602-323-3345,Other Medical,C
MOUNTAIN PARK HEALTH CENTER - CHRISTOWN,"5517 N 17TH AVE, PHOENIX, AZ 85015-2516",602-323-3344,Other Medical,C
MOUNTAIN PARK HEALTH CENTER - EAST PHOENIX,"3830 E VAN BUREN ST, PHOENIX, AZ 85008-6920",602-243-7277,Other Medical,C
MOUNTAIN PARK HEALTH CENTER - GOODYEAR,"140 N LITCHFIELD RD # SUI, GOODYEAR, AZ 85338-1277",602-323-3345,Other Medical,C
MOUNTAIN PARK HEALTH CENTER - MARYVALE CLINIC,"6601 W THOMAS RD, PHOENIX, AZ 85033-5700",602-323-3345,Other Medical,C
MOUNTAIN PARK HEALTH CENTER - TEMPE CLINIC,"1840 E BROADWAY RD, TEMPE, AZ 85282-1614",602-323-3270,Other Medical,C
MOUNTAIN VIEW PAIN SPECIALIST,"9000 W THUNDERBIRD RD # SU, PEORIA, AZ 85381-4451",303-860-5270,Other Medical,C
MOUNTAIN VIEW PAIN SPECIALISTS,"2222 W DUNLAP AVE STE 190, PHOENIX, AZ 85021-2800",719-414-7862,Other Medical,C
MOUNTAIN VIEW PAIN SPECIALISTS,"6622 N 91ST AVE, GLENDALE, AZ 85305-2512",720-541-8643,Other Medical,C
MOUNTAIN VIEW SURGERY CENTER OF GILBERT,"2450 E GUADALUPE RD, GILBERT, AZ 85234-5116",480-398-8456,Other Medical,C
MOUNTAIN VIEW SURGERY CENTER OF GLENDALE,"18555 N 79TH AVE, GLENDALE, AZ 85308-8370",602-509-4058,Other Medical,C
MOUNTAIN VIEW SURGERY CENTER OF SCOTTSDALE,"8962 E DESERT COVE AVE, SCOTTSDALE, AZ 85260-6984",480-661-5232,Other Medical,C
NATIVE HEALTH,"4041 N CENTRAL AVE, PHOENIX, AZ 85012-3330",602-279-5262,Other Medical,C
NEW PHASE AT THE BIRTH NEST,"5622 W PALMAIRE AVE, GLENDALE, AZ 85301-2510",623-748-7655,Other Medical,C
NHW COMMUNITY HEALTH CENTER,"2423 W DUNLAP AVE, PHOENIX, AZ 85021-2830",602-279-5351,Other Medical,C
NOAH CHOLLA HEALTH CENTER,"8705 E MCDOWELL RD, SCOTTSDALE, AZ 85257-3909",623-696-0076,Other Medical,C
NOAH COPPERWOOD HEALTH CENTER,"11851 N 51ST AVE, GLENDALE, AZ 85304-2809",623-255-9710,Other Medical,C
NOAH DESERT MISSION HEALTH CENTER,"9015 N 3RD ST, PHOENIX, AZ 85020-2444",623-696-0076,Other Medical,C
NOAH MIDTOWN HEALTH CENTER,"4131 N 24TH ST, PHOENIX, AZ 85016-6262",623-696-0076,Other Medical,C
NOAH PALOMINO HEALTH CENTER,"16251 N CAVE CREEK RD, PHOENIX, AZ 85032-2976",480-707-8722,Other Medical,C
NOAH VENADO VALLEY HEALTH CENTER,"20440 N 27TH AVE, PHOENIX, AZ 85027-3240",623-696-0076,Other Medical,C
"NOBLE PALLIATIVE SERVICES, LLC","2222 S DOBSON RD STE 1, MESA, AZ 85202-6481",925-437-5304,Other Medical,C
NORTH SCOTTSDALE AMBULATORY SURGERY CENTER,"9439 E IRONWOOD SQUARE DR, SCOTTSDALE, AZ 85258-4573",480-355-3750,Other Medical,C
NORTH SCOTTSDALE OUTPATIENT SURGERY CENTER,"8913 E BELL RD STE 101, SCOTTSDALE, AZ 85260-1599",480-860-2173,Other Medical,C
North Valley Endoscopy Center,"15255 N 40TH ST, PHOENIX, AZ 85032-4624",602-482-1001,Other Medical,C
NORTH VALLEY SURGERY CENTER,"8901 E RAINTREE DR, SCOTTSDALE, AZ 85260-7026",480-767-2100,Other Medical,C
NOVASPINE PAIN INSTITUTE,"13203 N 103RD AVE, SUN CITY, AZ 85351-3028",623-777-4747,Other Medical,C
"Ocotillo Surgery Center, LLC","3920 S ROME ST, GILBERT, AZ 85297-7366",480-597-4778,Other Medical,C
Old Town Scottsdale Surgery Center,"7242 E OSBORN RD STE 30, SCOTTSDALE, AZ 85251-6487",480-634-8554,Other Medical,C
"OMNIA PAIN CONSULTANTS, PA","5051 E THOMAS RD, PHOENIX, AZ 85018-7912",480-473-7246,Other Medical,C
"OPTUM INFUSION CLINIC, LLC","20414 N 27TH AVE, PHOENIX, AZ 85027-3250",623-293-9999,Other Medical,C
"OPTUM INFUSION SERVICES 308, LLC","485 N JUNIPER DR STE 6, CHANDLER, AZ 85226-2543",888-705-4470,Other Medical,C
ORANGE MEDICAL PAIN MANAGEMENT,"2626 E UNIVERSITY DR # 11, MESA, AZ 85213-8478",480-526-5300,Other Medical,C
"Outpatient Surgical Care, Ltd.","8520 E SHEA BLVD, SCOTTSDALE, AZ 85260-6677",602-995-3395,Other Medical,C
"OUTPATIENT SURGICAL CENTER OF ARIZONA, LLC","13215 N 7TH ST, PHOENIX, AZ 85022-5300",480-581-1330,Other Medical,C
"PAIN CENTER OF ARIZONA, P C, THE","3645 S ROME ST STE 216, GILBERT, AZ 85297-7338",623-516-8252,Other Medical,C
"PAIN CENTER OF ARIZONA, P C, THE","9250 W THOMAS RD STE 200, PHOENIX, AZ 85037-3382",623-516-8252,Other Medical,C
"PAIN CENTER OF ARIZONA, P C, THE","20333 N 19TH AVE STE 100, PHOENIX, AZ 85027-3602",623-516-8252,Other Medical,C
PAIN MDS,"2525 W CAREFREE HWY, PHOENIX, AZ 85085-6093",602-592-4567,Other Medical,C
"PAIN MDS AMBULATORY SURGICAL CENTER, LLC","16390 N 59TH AVE, GLENDALE, AZ 85306-1711",602-510-3203,Other Medical,C
PALLIATIVE CARE ALLIANCE,"426 N 44TH ST STE 45, PHOENIX, AZ 85008-6508",602-269-6011,Other Medical,C
"PALLIATIVE CARE AT HOME, LLC","2500 S POWER RD, MESA, AZ 85209-6686",480-414-3950,Other Medical,C
PARADISE VALLEY COSMETIC SURGERY CENTER,"5410 N SCOTTSDALE RD # SU, PARADISE VALLEY, AZ 85253-5927",480-994-4080,Other Medical,C
Paradise Valley Multispecialty Surgery Center,"7125 E LINCOLN DR STE A201, PARADISE VALLEY, AZ 85253-4429",480-680-2250,Other Medical,C
PARADISE VALLEY OUTPATIENT SURGERY CENTER,"5410 N SCOTTSDALE RD # SU, PARADISE VALLEY, AZ 85253-5927",480-423-1973,Other Medical,C
PARSONS FAMILY HEALTH CENTER AT CIRCLE THE CIT,"3522 N 3RD AVE, PHOENIX, AZ 85013-3903",602-776-9000,Other Medical,C
Peak Cardiovascular Center LLC,"12361 W BOLA DR STE 112, SURPRISE, AZ 85378-9021",623-200-5397,Other Medical,C
PEAK SURGERY CENTER OF AVONDALE,"10825 W MCDOWELL RD, AVONDALE, AZ 85392-5014",509-496-7435,Other Medical,C
PEAK SURGICAL CENTER LLC,"6424 E BROADWAY RD STE 102, MESA, AZ 85206-1750",480-634-4606,Other Medical,C
PHOENICIAN NEUROLOGY,"2330 N 75TH AVE STE 208, PHOENIX, AZ 85035-1207",480-776-2982,Other Medical,C
PHOENICIAN VEIN AND VASCULAR,"2228 W NORTHERN AVE # B2, PHOENIX, AZ 85021-9369",480-346-9522,Other Medical,C
PHOENIX CHILDREN'S SURGERY CENTER,"1920 E CAMBRIDGE AVE # SU, PHOENIX, AZ 85006-1459",602-604-9400,Other Medical,C
PHOENIX CHILDREN'S SURGERY CENTER - EAST VALLEY,"5131 E SOUTHERN AVE, MESA, AZ 85206-2799",480-512-0400,Other Medical,C
"Phoenix Endoscopy, LLC","349 E CORONADO RD, PHOENIX, AZ 85004-1525",602-266-5678,Other Medical,C
PHOENIX HEART AMBULATORY SURGERY AND ELECTROPHYSIO,"5859 W TALAVI BLVD STE 140, GLENDALE, AZ 85306-1871",602-806-0357,Other Medical,C
PHOENIX NEUROLOGY & SLEEP MEDICINE,"300 E OSBORN RD STE 20, PHOENIX, AZ 85012-2325",623-535-0050,Other Medical,C
"PHOENIX NEUROLOGY & SLEEP MEDICINE, PLLC","2940 N LITCHFIELD RD, GOODYEAR, AZ 85395-7830",623-535-0050,Other Medical,C
"PHOENIX NEUROLOGY AND SLEEP MEDICINE, PLLC","20100 N 51ST AVE, GLENDALE, AZ 85308-5125",623-535-0050,Other Medical,C
"PHOENIX SPINE AND JOINT GILBERT,ASC, LLC","1760 E PECOS RD STE 128, GILBERT, AZ 85295-3206",602-256-2525,Other Medical,C
"PHOENIX SPINE GOODYEAR ASC, LLC","140 N LITCHFIELD RD # SUI, GOODYEAR, AZ 85338-1277",602-256-2525,Other Medical,C
"PHYSICIANS SURGICAL CENTER, LLC","7102 E ACOMA DR, SCOTTSDALE, AZ 85254-2771",480-444-8364,Other Medical,C
PIMA PAIN CENTER,"2158 N GILBERT RD, MESA, AZ 85203-2109",520-399-6000,Other Medical,C
PIONEER SPORTS AND SPINE,"4915 E BASELINE RD, GILBERT, AZ 85234-2965",480-249-5525,Other Medical,C
"PLASTIC SURGERY CENTER AT KIERLAND, THE","7102 E ACOMA DR, SCOTTSDALE, AZ 85254-2771",480-483-6200,Other Medical,C
PLATINUM SURGERY CENTER LLC,"1981 E BONANZA CT STE 101, GILBERT, AZ 85297-8014",480-466-7355,Other Medical,C
Premier Endoscopy Center,"2563 S VAL VISTA DR # SU, GILBERT, AZ 85295-1804",480-786-6655,Other Medical,C
PREMIER PAIN & WELLNESS,"9242 W UNION HILLS DR, PEORIA, AZ 85382-8218",602-644-7004,Other Medical,C
"PRIME SURGICAL CENTER OF AVONDALE, LLC","10825 W MCDOWELL RD, AVONDALE, AZ 85392-5014",818-937-9969,Other Medical,C
"PRIME SURGICAL CENTER OF MESA, LLC","6309 E BAYWOOD AVE # SUI, MESA, AZ 85206-1744",949-903-3210,Other Medical,C
PULSE CARDIOVASCULAR INTERVENTIONS,"7285 E EARLL DR, SCOTTSDALE, AZ 85251-7230",480-600-0600,Other Medical,C
PURE HEALTHCARE OF ARIZONA LLC,"1760 E PECOS RD STE 301, GILBERT, AZ 85295-3203",480-806-2100,Other Medical,C
PURE INFUSION SUITES OF GOODYEAR,"13657 W MCDOWELL RD STE 204, GOODYEAR, AZ 85395-2603",801-376-8674,Other Medical,C
PURE INFUSION SUITES OF PEORIA,"9125 W THUNDERBIRD RD STE 1, PEORIA, AZ 85381-4920",480-806-2100,Other Medical,C
REGENCY AMBULATORY SURGERY CENTER ONE LLC,"14725 W MOUNTAIN VIEW BLVD, SURPRISE, AZ 85374-2704",623-243-9077,Other Medical,C
REMBRANDT OUTPATIENT SURGERY CENTER PLLC,"6859 E REMBRANDT AVE # SU, MESA, AZ 85212-3628",480-809-6266,Other Medical,C
RIVER PEOPLE HEALTH CENTER,"10901 E MCDOWELL RD, SCOTTSDALE, AZ 85256-5300",480-278-7742,Other Medical,C
SAGE PALLIATIVE,"6380 E THOMAS RD STE 1, SCOTTSDALE, AZ 85251-7073",480-607-0606,Other Medical,C
SANTAN SURGERY CENTER,"1704 E BOSTON ST, GILBERT, AZ 85295-6223",480-656-8600,Other Medical,C
SAVIOR PALLIATIVE CARE,"4530 E SHEA BLVD, PHOENIX, AZ 85028-6065",605-210-1254,Other Medical,C
SCOTTSDALE CENTER FOR ROBOTIC SURGERY PLLC,"9377 E BELL RD STE 201, SCOTTSDALE, AZ 85260-1503",480-485-1409,Other Medical,C
Scottsdale Endoscopy Center,"9787 N 91ST ST, SCOTTSDALE, AZ 85258-5088",480-657-0889,Other Medical,C
"Scottsdale Eye Institute, PLLC","215 S POWER RD STE 11, MESA, AZ 85206-5235",480-981-1345,Other Medical,C
SCOTTSDALE EYE SURGERY CENTER,"8414 N 90TH ST, SCOTTSDALE, AZ 85258-4348",480-949-1208,Other Medical,C
SCOTTSDALE MCCORMICK RANCH SURGICENTER,"8129 N 87TH PL, SCOTTSDALE, AZ 85258-4681",480-410-4000,Other Medical,C
SCOTTSDALE OUTPATIENT SURGERY CENTER,"8994 E DESERT COVE AVE, SCOTTSDALE, AZ 85260-7901",480-551-2040,Other Medical,C
SCOTTSDALE OUTPATIENT SURGERY GROUP LLC,"8994 E DESERT COVE AVE, SCOTTSDALE, AZ 85260-7901",480-551-2040,Other Medical,C
SCOTTSDALE SURGERY CENTER,"8900 E RAINTREE DR, SCOTTSDALE, AZ 85260-7307",480-300-4489,Other Medical,C
SHEA PAIN SOLUTIONS LLC,"2629 N SCOTTSDALE RD # SU, SCOTTSDALE, AZ 85257-1370",480-307-8258,Other Medical,C
SHEA SPECIALTY SURGERY,"8426 E SHEA BLVD STE 100, SCOTTSDALE, AZ 85260-6634",480-389-6460,Other Medical,C
"SKI AMBULATORY SURGICAL CENTERS, LLC","7362 W THUNDERBIRD RD # SU, PEORIA, AZ 85381-5028",480-610-6152,Other Medical,C
"SKI AMBULATORY SURGICAL CENTERS, LLC","1100 E UNIVERSITY DR # SU, TEMPE, AZ 85288-8401",480-610-6152,Other Medical,C
Sol Valley Surgery Center,"77 S DOBSON RD STE 2, CHANDLER, AZ 85224-6290",480-530-0111,Other Medical,C
"SOLARI, INC","1275 W WASHINGTON ST STE 20, TEMPE, AZ 85288-1858",602-427-4600,Other Medical,C
SONORAN DESERT SURGERY CENTER,"895 S DOBSON RD STE 3, CHANDLER, AZ 85224-5721",602-445-9214,Other Medical,C
Sonoran Endoscopy Center LLC,"950 N MCQUEEN RD STE 101, CHANDLER, AZ 85225-8134",480-542-7000,Other Medical,C
"SONORAN PAIN CONSULTANTS, PLLC","13090 N 94TH DR, PEORIA, AZ 85381-4256",833-578-7246,Other Medical,C
Sonoran Vein And Endovascular,"9192 W UNION HILLS DR, PEORIA, AZ 85382-8208",602-374-4101,Other Medical,C
"SOUTHEAST VALLEY ENDOSCOPY CENTER, LLC","875 S DOBSON RD, CHANDLER, AZ 85224-5710",480-855-2033,Other Medical,C
"SOUTHWEST CARDIOVASCULAR INTERVENTIONAL CENTER, LL","7529 E BROADWAY RD STE 104, MESA, AZ 85208-2007",480-690-8989,Other Medical,C
"Southwest Endoscopy, Llc","2223 E BASELINE RD, GILBERT, AZ 85234-2325",480-289-5266,Other Medical,C
SOUTHWESTERN EYE CENTER-BELL ROAD SURGERY CEN,"4921 E BELL RD STE 102, SCOTTSDALE, AZ 85254-6002",480-892-8400,Other Medical,C
SOUTHWESTERN EYE CENTER-STAPLEY SURGERY CENTER,"1055 S STAPLEY DR, MESA, AZ 85204-5013",480-892-8400,Other Medical,C
SOUTHWOOD PEDIATRIC THERAPY,"1204 E BASELINE RD STE 106, TEMPE, AZ 85283-1447",520-582-0142,Other Medical,C
SPECIALTY PAIN MANAGEMENT,"1466 W ELLIOT RD, GILBERT, AZ 85233-5186",480-496-2699,Other Medical,C
"SPECTRA EYE INSTITUTE, LLC","9849 W THUNDERBIRD BLVD, SUN CITY, AZ 85351-2963",623-583-2020,Other Medical,C
"SPECTRA EYE INSTITUTE, LLC","15401 N 29TH AVE # 201, PHOENIX, AZ 85053-4000",623-583-2020,Other Medical,C
"Squaw Peak Surgical Facility, Inc","1635 E MYRTLE AVE STE 100, PHOENIX, AZ 85020-5501",602-944-5656,Other Medical,C
"ST. JOSEPH'S OUTPATIENT SURGERY CENTER, LLC","240 W THOMAS RD STE A, PHOENIX, AZ 85013-4407",602-406-3552,Other Medical,C
Star Surgery Center LLC,"14155 N 83RD AVE STE 14, PEORIA, AZ 85381-5639",623-248-5842,Other Medical,C
STONERIDGE PALLIATIVE CARE LLC,"20860 N TATUM BLVD, PHOENIX, AZ 85050-4274",480-306-8655,Other Medical,C
SUCCESS ON THE SPECTRUM OF MESA,"1303 S LONGMORE STE 2, MESA, AZ 85202-9607",480-712-5181,Other Medical,C
SUN CITY ENDOSCOPY CENTER,"13640 N 99TH AVE, SUN CITY, AZ 85351-2866",623-972-5083,Other Medical,C
SUN LIFE CENTER FOR WOMEN,"655 S DOBSON RD STE 2, CHANDLER, AZ 85224-5667",520-381-0301,Other Medical,C
SUN LIFE FAMILY HEALTH CENTER,"10032 E SOUTHERN AVE, MESA, AZ 85209-2759",480-351-2850,Other Medical,C
Surgcenter at Pima Crossing,"8415 N PIMA RD STE 19, SCOTTSDALE, AZ 85258-4480",480-800-3200,Other Medical,C
"Surgcenter Camelback, Llc","6245 N 24TH PKWY, PHOENIX, AZ 85016-2024",602-682-7005,Other Medical,C
SURGCENTER GILBERT,"3345 S VAL VISTA DR # SU, GILBERT, AZ 85297-7330",480-725-9777,Other Medical,C
SurgCenter Northern Phoenix,"2611 W CAREFREE HWY BLDG E, PHOENIX, AZ 85085-8862",623-213-8609,Other Medical,C
"SURGCENTER OF DEER VALLEY, LLC","19820 N 7TH ST, PHOENIX, AZ 85024-1689",602-904-7039,Other Medical,C
"Surgcenter of Greater Phoenix, LLC","7231 E PRINCESS BLVD, SCOTTSDALE, AZ 85255-9671",480-423-4705,Other Medical,C
"SURGERY CENTER OF GILBERT, LLC","6003 E BASELINE RD, MESA, AZ 85206-4815",480-641-6500,Other Medical,C
"Surgery Center of Peoria, LLC","13260 N 94TH DR, PEORIA, AZ 85381-4828",623-933-2900,Other Medical,C
"Surgical Centers Of Arizona, LLC","2629 N SCOTTSDALE RD # SU, SCOTTSDALE, AZ 85257-1370",602-510-3203,Other Medical,C
"Surgical Elite of Avondale, LLC","10815 W MCDOWELL RD, AVONDALE, AZ 85392-5007",623-433-0115,Other Medical,C
SURPRISE PAIN MANAGEMENT,"13967 W GRAND AVE, SURPRISE, AZ 85374-3732",602-589-0500,Other Medical,C
SWAGEL WOOTTON EYE CENTER,"220 S 63RD ST, MESA, AZ 85206-1619",480-641-3937,Other Medical,C
TEMPE ADVANCED SURGERY CENTER PLLC,"1855 E SOUTHERN AVE, TEMPE, AZ 85282-5894",480-900-8892,Other Medical,C
TEMPE BIRTH CENTER LLC,"914 S MILL AVE, TEMPE, AZ 85281-8683",480-647-2099,Other Medical,C
TERROS HEALTH,"3864 N 27TH AVE, PHOENIX, AZ 85017-4703",602-685-6000,Other Medical,C
TERROS HEALTH,"1111 S STAPLEY DR, MESA, AZ 85204-5059",602-685-6000,Other Medical,C
TERROS HEALTH,"6151-6153 W OLIVE AVE, GLENDALE, AZ 85302-4598",602-685-6000,Other Medical,C
"TERROS, INC - FQHC MCDOWELL RD","4909 E MCDOWELL RD, PHOENIX, AZ 85008-4227",602-685-6000,Other Medical,C
"THE PAIN CENTER OF ARIZONA, PC","895 S DOBSON RD STE 1, CHANDLER, AZ 85224-5721",602-770-6307,Other Medical,C
"THE PAIN CENTER OF ARIZONA, PC","9401 W THUNDERBIRD RD # SU, PEORIA, AZ 85381-4233",623-516-8252,Other Medical,C
Thunderbird Endoscopy Center,"5823 W EUGIE AVE, GLENDALE, AZ 85304-1276",615-240-3820,Other Medical,C
TOCA AT BANNER HEALTH SCOTTSDALE,"9377 E BELL RD STE 231, SCOTTSDALE, AZ 85260-1503",602-277-6211,Other Medical,C
TRADITIONS HEALTH PALLIATIVE CARE,"5355 W CHANDLER BLVD, CHANDLER, AZ 85226-8603",602-283-7474,Other Medical,C
TREETOP THERAPY AZ LLC,"9150 W INDIAN SCHOOL RD, PHOENIX, AZ 85037-2384",718-675-6957,Other Medical,C
Tri-City Surgical Centers LLC,"143 S 63RD ST, MESA, AZ 85206-1618",,Other Medical,C
UROLOGIC SURGERY CENTER ARIZONA,"17300 N PERIMETER DR STE 2, SCOTTSDALE, AZ 85255-5493",602-222-1900,Other Medical,C
UROLOGIC SURGERY CENTER OF ARIZONA,"1313 E OSBORN RD STE 1, PHOENIX, AZ 85014-5678",410-581-1600,Other Medical,C
"VALLE DEL SOL, INC","334 W 10TH PL STE 100, MESA, AZ 85201-3499",480-407-4200,Other Medical,C
"VALLE DEL SOL, INC","502 N 27TH AVE, PHOENIX, AZ 85009-4420",602-258-6797,Other Medical,C
"VALLE DEL SOL, INC","8410 W THOMAS RD STE 1, PHOENIX, AZ 85037-3329",602-258-6797,Other Medical,C
"VALLE DEL SOL, INC","1209 S 1ST AVE, PHOENIX, AZ 85003-2605",602-258-6797,Other Medical,C
"VALLE DEL SOL, INC.","3807 N 7TH ST, PHOENIX, AZ 85014-5005",602-258-6797,Other Medical,C
"VALLEY OF THE SUN INSTITUTE FOR PAIN MANAGEMENT, P","4921 E BELL RD STE 203, SCOTTSDALE, AZ 85254-6002",480-955-1515,Other Medical,C
VALLEY OUTPATIENT SURGERY CENTER,"160 W UNIVERSITY DR # SUI, MESA, AZ 85201-5833",602-598-7068,Other Medical,C
VALLEY SURGICAL CENTER,"15601 N 28TH AVE, PHOENIX, AZ 85053-4061",602-863-6363,Other Medical,C
VALLEYWISE COMPREHENSIVE HEALTH CENTER-PEORIA OUTP,"8088 W WHITNEY DR, PEORIA, AZ 85345-6564",602-655-2330,Other Medical,C
VASCULAR INSTITUTE,"6036 N 19TH AVE STE 20, PHOENIX, AZ 85015-2106",480-616-0356,Other Medical,C
"VENUS SURGICAL, LLC","8415 N PIMA RD STE 2, SCOTTSDALE, AZ 85258-4480",480-291-8978,Other Medical,C
"VERVE SURGICAL INSTITUTE, INC.","6424 E BROADWAY RD, MESA, AZ 85206-1750",480-834-3084,Other Medical,C
VHC II,"8900 E RAINTREE DR, SCOTTSDALE, AZ 85260-7307",602-903-0360,Other Medical,C
VHC V,"8900 E RAINTREE DR STE 1, SCOTTSDALE, AZ 85260-7307",602-903-0360,Other Medical,C
VHC VI,"8900 E RAINTREE DR, SCOTTSDALE, AZ 85260-7307",602-903-0360,Other Medical,C
Vhc-1,"8900 E RAINTREE DR, SCOTTSDALE, AZ 85260-7307",602-903-0360,Other Medical,C
VINCERE SURGERY CENTER,"7469 E MONTE CRISTO AVE, SCOTTSDALE, AZ 85260-1618",480-306-5390,Other Medical,C
VIRGINIA G. PIPER CANCER CENTER,"10460 N 92ND ST, SCOTTSDALE, AZ 85258-4549",480-323-1250,Other Medical,C
VITAL PALLIATIVE CARE LLC,"14809 N 73RD ST, SCOTTSDALE, AZ 85260-3104",480-626-2303,Other Medical,C
WESLEY HEALTH CENTER,"1625 N 39TH AVE, PHOENIX, AZ 85009-2149",602-257-4323,Other Medical,C
"WESLEY HEALTH CENTER, INC.","1300 S 10TH ST, PHOENIX, AZ 85034-4516",602-257-4323,Other Medical,C
WESTGATE SURGERY CENTER,"7330 N 99TH AVE, GLENDALE, AZ 85307-3015",623-888-5500,Other Medical,C
WILLOW MIDWIFE CENTER FOR BIRTH AND WELLNES AZ- CE,"1197 E OAK ST, PHOENIX, AZ 85006-1662",480-565-2165,Other Medical,C
WILLOW MIDWIFE CENTER FOR BIRTH AND WELLNESS LLC,"2045 S VINEYARD, MESA, AZ 85210-6889",480-565-5990,Other Medical,C
WINGS OF HOPE PALLIATIVE CARE,"11022 N 28TH DR, PHOENIX, AZ 85029-5633",602-971-0304,Other Medical,C
ZONA SPINE AND PAIN,"750 N ESTRELLA PKWY # SU, GOODYEAR, AZ 85338-9272",623-321-5079,Other Medical,C
17TH FLOOR VIP,"3800 N CENTRAL AVE, PHOENIX, AZ 85012-1992",602-607-0552,Exclude / Not Useful,X
2ND CHANCE BEHAVIORAL HEALTH SERVICES,"10620 N 43RD AVE, GLENDALE, AZ 85304-4150",602-860-0044,Exclude / Not Useful,X
2ND CHANCE TREATMENT CENTERS - LITCHFIELD PARK,"13331 W INDIAN SCHOOL RD STE B, LITCHFIELD PARK, AZ 85340-4340",623-269-3990,Exclude / Not Useful,X
2ND CHANCE TREATMENT CENTERS - PHOENIX,"16620 N 40TH ST, PHOENIX, AZ 85032-3348",602-464-9576,Exclude / Not Useful,X
4A HEALTHCARE LLC,"3150 N 24TH ST, PHOENIX, AZ 85016-7346",602-296-7983,Exclude / Not Useful,X
A DIFFERENT OUTLOOK,"5646 E MAIN ST, MESA, AZ 85205-8800",602-566-2249,Exclude / Not Useful,X
A NEW BEGINNING BEHAVIORAL HEALTH SERVICES LLC,"1010 E MCDOWELL RD, PHOENIX, AZ 85006-2606",602-296-4337,Exclude / Not Useful,X
A NEW LEAF FAMILY CARE - LA MESITA,"2254 W MAIN ST, MESA, AZ 85201-6847",480-733-3063,Exclude / Not Useful,X
